Time t;Amplitude
0.00464758;-1.25886e-05
0.00467856;-2.69407e-05
0.00470955;-4.0954e-05
0.00474053;-5.44476e-05
0.00477152;-6.7247e-05
0.0048025;-7.91864e-05
0.00483348;-9.01109e-05
0.00486447;-9.98787e-05
0.00489545;-0.000108363
0.00492643;-0.000115452
0.00495742;-0.000121054
0.0049884;-0.000125095
0.00501939;-0.000127521
0.00505037;-0.000128299
0.00508135;-0.000127419
0.00511234;-0.000124889
0.00514332;-0.000120741
0.00517431;-0.000115027
0.00520529;-0.000107821
0.00523627;-9.92125e-05
0.00526726;-8.93134e-05
0.00529824;-7.82504e-05
0.00532923;-6.61656e-05
0.00536021;-5.32149e-05
0.00539119;-3.95654e-05
0.00542218;-2.53934e-05
0.00545316;-1.08823e-05
0.00548414;3.77986e-06
0.00551513;1.84029e-05
0.00554611;3.2797e-05
0.0055771;4.67749e-05
0.00560808;6.01547e-05
0.00563906;7.27619e-05
0.00567005;8.44319e-05
0.00570103;9.5012e-05
0.00573202;0.000104364
0.005763;0.000112364
0.00579398;0.000118908
0.00582497;0.000123908
0.00585595;0.000127298
0.00588693;0.000129033
0.00591792;0.000129087
0.0059489;0.00012746
0.00597989;0.000124169
0.00601087;0.000119257
0.00604185;0.000112786
0.00607284;0.000104839
0.00610382;9.5518e-05
0.00613481;8.4943e-05
0.00616579;7.3251e-05
0.00619677;6.05936e-05
0.00622776;4.71351e-05
0.00625874;3.30505e-05
0.00628972;1.85234e-05
0.00632071;3.74305e-06
0.00635169;-1.10974e-05
0.00638268;-2.5804e-05
0.00641366;-4.01841e-05
0.00644464;-5.40492e-05
0.00647563;-6.72172e-05
0.00650661;-7.9515e-05
0.0065376;-9.07806e-05
0.00656858;-0.000100865
0.00659956;-0.000109636
0.00663055;-0.000116975
0.00666153;-0.000122786
0.00669252;-0.000126991
0.0067235;-0.000129533
0.00675448;-0.000130376
0.00678547;-0.000129508
0.00681645;-0.000126939
0.00684743;-0.000122699
0.00687842;-0.000116844
0.0069094;-0.000109448
0.00694039;-0.000100606
0.00697137;-9.04348e-05
0.00700235;-7.90651e-05
0.00703334;-6.66455e-05
0.00706432;-5.33384e-05
0.00709531;-3.9318e-05
0.00712629;-2.47682e-05
0.00715727;-9.87995e-06
0.00718826;5.15084e-06
0.00721924;2.01262e-05
0.00725022;3.48487e-05
0.00728121;4.91239e-05
0.00731219;6.27628e-05
0.00734318;7.55849e-05
0.00737416;8.74199e-05
0.00740514;9.81104e-05
0.00743613;0.000107514
0.00746711;0.000115505
0.0074981;0.000121976
0.00752908;0.00012684
0.00756006;0.00013003
0.00759105;0.000131503
0.00762203;0.000131237
0.00765302;0.000129234
0.007684;0.000125518
0.00771498;0.000120136
0.00774597;0.000113157
0.00777695;0.000104673
0.00780793;9.47935e-05
0.00783892;8.36483e-05
0.0078699;7.13837e-05
0.00790089;5.8161e-05
0.00793187;4.41546e-05
0.00796285;2.95494e-05
0.00799384;1.45388e-05
0.00802482;-6.78555e-07
0.00805581;-1.59006e-05
0.00808679;-3.0925e-05
0.00811777;-4.55518e-05
0.00814876;-5.95861e-05
0.00817974;-7.28403e-05
0.00821072;-8.51373e-05
0.00824171;-9.63122e-05
0.00827269;-0.000106215
0.00830368;-0.000114712
0.00833466;-0.000121688
0.00836564;-0.000127048
0.00839663;-0.00013072
0.00842761;-0.000132652
0.0084586;-0.000132816
0.00848958;-0.000131207
0.00852056;-0.000127846
0.00855155;-0.000122774
0.00858253;-0.000116057
0.00861351;-0.000107784
0.0086445;-9.80615e-05
0.00867548;-8.70191e-05
0.00870647;-7.48024e-05
0.00873745;-6.15734e-05
0.00876843;-4.75077e-05
0.00879942;-3.27925e-05
0.0088304;-1.76241e-05
0.00886139;-2.20502e-06
0.00889237;1.32585e-05
0.00892335;2.85594e-05
0.00895434;4.34922e-05
0.00898532;5.78562e-05
0.00901631;7.14581e-05
0.00904729;8.41143e-05
0.00907827;9.56537e-05
0.00910926;0.00010592
0.00914024;0.000114774
0.00917122;0.000122094
0.00920221;0.00012778
0.00923319;0.000131754
0.00926418;0.00013396
0.00929516;0.000134366
0.00932614;0.000132963
0.00935713;0.00012977
0.00938811;0.000124825
0.0094191;0.000118194
0.00945008;0.000109964
0.00948106;0.000100243
0.00951205;8.91606e-05
0.00954303;7.68642e-05
0.00957401;6.35182e-05
0.009605;4.93013e-05
0.00963598;3.44042e-05
0.00966697;1.90271e-05
0.00969795;3.37729e-06
0.00972893;-1.23343e-05
0.00975992;-2.78953e-05
0.0097909;-4.30952e-05
0.00982189;-5.77278e-05
0.00985287;-7.15943e-05
0.00988385;-8.45062e-05
0.00991484;-9.62871e-05
0.00994582;-0.000106776
0.00997681;-0.000115829
0.0100078;-0.000123322
0.0100388;-0.00012915
0.0100698;-0.000133233
0.0101007;-0.000135512
0.0101317;-0.000135955
0.0101627;-0.000134552
0.0101937;-0.00013132
0.0102247;-0.000126301
0.0102557;-0.00011956
0.0102866;-0.000111186
0.0103176;-0.000101291
0.0103486;-9.00077e-05
0.0103796;-7.74873e-05
0.0104106;-6.38986e-05
0.0104416;-4.94251e-05
0.0104725;-3.42627e-05
0.0105035;-1.8617e-05
0.0105345;-2.70048e-06
0.0105655;1.32701e-05
0.0105965;2.90771e-05
0.0106275;4.45045e-05
0.0106585;5.93412e-05
0.0106894;7.3384e-05
0.0107204;8.64397e-05
0.0107514;9.83287e-05
0.0107824;0.000108887
0.0108134;0.000117968
0.0108444;0.000125445
0.0108753;0.000131214
0.0109063;0.000135193
0.0109373;0.000137326
0.0109683;0.000137581
0.0109993;0.00013595
0.0110303;0.000132454
0.0110612;0.000127139
0.0110922;0.000120073
0.0111232;0.000111352
0.0111542;0.000101093
0.0111852;8.94348e-05
0.0112162;7.65346e-05
0.0112471;6.25683e-05
0.0112781;4.77262e-05
0.0113091;3.22111e-05
0.0113401;1.62353e-05
0.0113711;1.7866e-08
0.0114021;-1.62183e-05
0.011433;-3.22496e-05
0.011464;-4.78552e-05
0.011495;-6.28192e-05
0.011526;-7.69346e-05
0.011557;-9.00054e-05
0.011588;-0.00010185
0.011619;-0.000112303
0.0116499;-0.000121217
0.0116809;-0.000128469
0.0117119;-0.000133954
0.0117429;-0.000137595
0.0117739;-0.000139338
0.0118049;-0.000139156
0.0118358;-0.000137049
0.0118668;-0.000133044
0.0118978;-0.000127192
0.0119288;-0.000119571
0.0119598;-0.000110286
0.0119908;-9.94612e-05
0.0120217;-8.7245e-05
0.0120527;-7.38045e-05
0.0120837;-5.93242e-05
0.0121147;-4.40035e-05
0.0121457;-2.80538e-05
0.0121767;-1.16955e-05
0.0122076;4.84473e-06
0.0122386;2.13373e-05
0.0122696;3.7553e-05
0.0123006;5.32657e-05
0.0123316;6.82561e-05
0.0123626;8.23145e-05
0.0123935;9.52436e-05
0.0124245;0.000106862
0.0124555;0.000117005
0.0124865;0.000125529
0.0125175;0.000132313
0.0125485;0.00013726
0.0125794;0.000140297
0.0126104;0.00014138
0.0126414;0.000140489
0.0126724;0.000137635
0.0127034;0.000132854
0.0127344;0.000126209
0.0127654;0.000117791
0.0127963;0.000107715
0.0128273;9.61192e-05
0.0128583;8.31631e-05
0.0128893;6.90261e-05
0.0129203;5.39045e-05
0.0129513;3.80087e-05
0.0129822;2.15603e-05
0.0130132;4.78911e-06
0.0130442;-1.207e-05
0.0130752;-2.87806e-05
0.0131062;-4.51077e-05
0.0131372;-6.08214e-05
0.0131681;-7.56997e-05
0.0131991;-8.95322e-05
0.0132301;-0.000102123
0.0132611;-0.000113292
0.0132921;-0.00012288
0.0133231;-0.00013075
0.013354;-0.000136788
0.013385;-0.000140905
0.013416;-0.000143041
0.013447;-0.000143163
0.013478;-0.000141264
0.013509;-0.00013737
0.0135399;-0.00013153
0.0135709;-0.000123825
0.0136019;-0.000114361
0.0136329;-0.000103268
0.0136639;-9.07001e-05
0.0136949;-7.68332e-05
0.0137259;-6.18611e-05
0.0137568;-4.5994e-05
0.0137878;-2.94551e-05
0.0138188;-1.24777e-05
0.0138498;4.69831e-06
0.0138808;2.18297e-05
0.0139118;3.86734e-05
0.0139427;5.49898e-05
0.0139737;7.05464e-05
0.0140047;8.51209e-05
0.0140357;9.85047e-05
0.0140667;0.000110505
0.0140977;0.00012095
0.0141286;0.000129687
0.0141596;0.00013659
0.0141906;0.000141557
0.0142216;0.000144514
0.0142526;0.000145416
0.0142836;0.000144245
0.0143145;0.000141016
0.0143455;0.000135771
0.0143765;0.000128581
0.0144075;0.000119545
0.0144385;0.00010879
0.0144695;9.64667e-05
0.0145004;8.27476e-05
0.0145314;6.7827e-05
0.0145624;5.19162e-05
0.0145934;3.52414e-05
0.0146244;1.80399e-05
0.0146554;5.57329e-07
0.0146864;-1.69564e-05
0.0147173;-3.42501e-05
0.0147483;-5.10754e-05
0.0147793;-6.71901e-05
0.0148103;-8.23617e-05
0.0148413;-9.63705e-05
0.0148723;-0.000109013
0.0149032;-0.000120106
0.0149342;-0.000129486
0.0149652;-0.000137017
0.0149962;-0.000142585
0.0150272;-0.000146108
0.0150582;-0.000147531
0.0150891;-0.00014683
0.0151201;-0.000144011
0.0151511;-0.000139112
0.0151821;-0.000132199
0.0152131;-0.000123368
0.0152441;-0.000112745
0.015275;-0.000100478
0.015306;-8.67418e-05
0.015337;-7.17333e-05
0.015368;-5.56669e-05
0.015399;-3.87732e-05
0.01543;-2.12952e-05
0.0154609;-3.48513e-06
0.0154919;-1.43996e-05
0.0155229;-3.21e-05
0.0155539;-4.93589e-05
0.0155849;-6.59251e-05
0.0156159;-8.15571e-05
0.0156469;-9.6026e-05
0.0156778;-0.00010912
0.0157088;-0.000120645
0.0157398;-0.000130433
0.0157708;-0.000138336
0.0158018;-0.000144237
0.0158328;-0.000148046
0.0158637;-0.000149704
0.0158947;-0.000149183
0.0159257;-0.000146486
0.0159567;-0.000141649
0.0159877;-0.000134739
0.0160187;-0.000125852
0.0160496;-0.000115115
0.0160806;-0.000102681
0.0161116;-8.87294e-05
0.0161426;-7.34606e-05
0.0161736;-5.7096e-05
0.0162046;-3.9873e-05
0.0162355;-2.20422e-05
0.0162665;-3.86364e-06
0.0162975;1.43968e-05
0.0163285;3.24716e-05
0.0163595;5.00952e-05
0.0163905;6.70083e-05
0.0164214;8.29611e-05
0.0164524;9.77176e-05
0.0164834;0.000111059
0.0165144;0.000122786
0.0165454;0.000132723
0.0165764;0.000140721
0.0166074;0.000146659
0.0166383;0.000150445
0.0166693;0.000152019
0.0167003;0.000151355
0.0167313;0.000148457
0.0167623;0.000143364
0.0167933;0.000136148
0.0168242;0.000126911
0.0168552;0.000115785
0.0168862;0.000102932
0.0169172;8.85385e-05
0.0169482;7.28144e-05
0.0169792;5.59901e-05
0.0170101;3.83128e-05
0.0170411;2.00425e-05
0.0170721;1.44925e-06
0.0171031;-1.7192e-05
0.0171341;-3.56047e-05
0.0171651;-5.35151e-05
0.017196;-7.06563e-05
0.017227;-8.67721e-05
0.017258;-0.000101621
0.017289;-0.00011498
0.01732;-0.000126647
0.017351;-0.000136445
0.0173819;-0.000144225
0.0174129;-0.000149867
0.0174439;-0.000153283
0.0174749;-0.000154418
0.0175059;-0.00015325
0.0175369;-0.000149793
0.0175679;-0.000144093
0.0175988;-0.000136232
0.0176298;-0.000126322
0.0176608;-0.000114509
0.0176918;-0.000100965
0.0177228;-8.58901e-05
0.0177538;-6.95066e-05
0.0177847;-5.20577e-05
0.0178157;-3.3803e-05
0.0178467;-1.50147e-05
0.0178777;4.02621e-06
0.0179087;2.30343e-05
0.0179397;4.1724e-05
0.0179706;5.98137e-05
0.0180016;7.70303e-05
0.0180326;9.31131e-05
0.0180636;0.000107818
0.0180946;0.00012092
0.0181256;0.00013222
0.0181565;0.000141543
0.0181875;0.000148745
0.0182185;0.000153713
0.0182495;0.000156367
0.0182805;0.000156664
0.0183115;0.000154594
0.0183424;0.000150183
0.0183734;0.000143495
0.0184044;0.000134624
0.0184354;0.000123702
0.0184664;0.000110891
0.0184974;9.6379e-05
0.0185284;8.03846e-05
0.0185593;6.3147e-05
0.0185903;-4.49255e-05
0.0186213;-2.59947e-05
0.0186523;-6.64101e-06
0.0186833;1.28423e-05
0.0187143;3.2159e-05
0.0187452;5.1015e-05
0.0187762;6.91221e-05
0.0188072;8.62031e-05
0.0188382;0.000101996
0.0188692;0.000116256
0.0189002;0.000128764
0.0189311;0.000139326
0.0189621;0.000147775
0.0189931;0.000153978
0.0190241;0.000157837
0.0190551;0.000159287
0.0190861;0.000158302
0.019117;0.000154892
0.019148;0.000149103
0.019179;0.000141021
0.01921;0.000130764
0.019241;0.000118485
0.019272;0.000104369
0.0193029;8.86283e-05
0.0193339;7.15024e-05
0.0193649;5.32515e-05
0.0193959;3.4154e-05
0.0194269;1.45022e-05
0.0194579;-5.40249e-06
0.0194889;-2.52538e-05
0.0195198;-4.47457e-05
0.0195508;-6.35768e-05
0.0195818;-8.14551e-05
0.0196128;-9.81027e-05
0.0196438;-0.00011326
0.0196748;-0.000126689
0.0197057;-0.00013818
0.0197367;-0.000147549
0.0197677;-0.000154649
0.0197987;-0.000159364
0.0198297;-0.000161616
0.0198607;-0.000161366
0.0198916;-0.000158612
0.0199226;-0.000153391
0.0199536;-0.000145781
0.0199846;-0.000135893
0.0200156;-0.000123877
0.0200466;-0.000109917
0.0200775;-9.42238e-05
0.0201085;-7.70397e-05
0.0201395;-5.86291e-05
0.0201705;-3.92765e-05
0.0202015;-1.92816e-05
0.0202325;1.04458e-06
0.0202634;2.13855e-05
0.0202944;4.14233e-05
0.0203254;6.08441e-05
0.0203564;7.93429e-05
0.0203874;9.66283e-05
0.0204184;0.000112427
0.0204494;0.000126489
0.0204803;0.000138589
0.0205113;0.000148534
0.0205423;0.000156163
0.0205733;0.000161352
0.0206043;0.000164014
0.0206353;0.000164102
0.0206662;0.000161608
0.0206972;0.000156568
0.0207282;0.000149055
0.0207592;0.000139182
0.0207902;0.000127099
0.0208212;0.000112994
0.0208521;9.70832e-05
0.0208831;7.96152e-05
0.0209141;6.08624e-05
0.0209451;4.11185e-05
0.0209761;2.06938e-05
0.0210071;-9.00099e-08
0.021038;-2.09045e-05
0.021069;-4.14199e-05
0.0211;-6.13104e-05
0.021131;-8.02592e-05
0.021162;-9.79635e-05
0.021193;-0.00011414
0.0212239;-0.000128527
0.0212549;-0.000140893
0.0212859;-0.000151038
0.0213169;-0.000158794
0.0213479;-0.000164032
0.0213789;-0.000166666
0.0214099;-0.000166645
0.0214408;-0.000163967
0.0214718;-0.000158666
0.0215028;-0.000150823
0.0215338;-0.000140557
0.0215648;-0.000128028
0.0215958;-0.00011343
0.0216267;-9.69942e-05
0.0216577;-7.89785e-05
0.0216887;-5.96687e-05
0.0217197;-3.93718e-05
0.0217507;-1.84114e-05
0.0217817;2.87742e-06
0.0218126;2.41533e-05
0.0218436;4.50742e-05
0.0218746;6.53028e-05
0.0219056;8.4512e-05
0.0219366;0.00010239
0.0219676;0.000118646
0.0219985;0.000133015
0.0220295;0.00014526
0.0220605;0.000155179
0.0220915;0.000162608
0.0221225;0.000167419
0.0221535;0.000169531
0.0221844;0.000168902
0.0222154;0.000165538
0.0222464;0.000159486
0.0222774;0.000150839
0.0223084;0.000139731
0.0223394;0.000126338
0.0223704;0.000110872
0.0224013;9.35798e-05
0.0224323;7.47384e-05
0.0224633;5.46511e-05
0.0224943;3.36423e-05
0.0225253;1.20522e-05
0.0225563;-9.76848e-06
0.0225872;-3.14643e-05
0.0226182;-5.26809e-05
0.0226492;-7.30707e-05
0.0226802;-9.22987e-05
0.0227112;-0.000110048
0.0227422;-0.000126025
0.0227731;-0.000139963
0.0228041;-0.000151631
0.0228351;-0.000160832
0.0228661;-0.000167409
0.0228971;-0.000171249
0.0229281;-0.000172282
0.022959;-0.000170486
0.02299;-0.000165883
0.023021;-0.000158544
0.023052;-0.000148582
0.023083;-0.000136156
0.023114;-0.000121466
0.0231449;-0.000104749
0.0231759;-8.62765e-05
0.0232069;-6.63492e-05
0.0232379;-4.52934e-05
0.0232689;-2.3455e-05
0.0232999;-1.19352e-06
0.0233309;2.11232e-05
0.0233618;4.31256e-05
0.0233928;6.44481e-05
0.0234238;8.47353e-05
0.0234548;0.000103648
0.0234858;0.000120869
0.0235168;0.000136109
0.0235477;0.000149108
0.0235787;0.000159647
0.0236097;0.000167543
0.0236407;0.00017266
0.0236717;0.000174905
0.0237027;0.000174234
0.0237336;0.000170653
0.0237646;0.000164214
0.0237956;0.000155019
0.0238266;0.000143216
0.0238576;0.000128995
0.0238886;0.00011259
0.0239195;9.42713e-05
0.0239505;7.43413e-05
0.0239815;5.31312e-05
0.0240125;3.09944e-05
0.0240435;8.30085e-06
0.0240745;-1.45688e-05
0.0241054;-3.72302e-05
0.0241364;-5.93009e-05
0.0241674;-8.04076e-05
0.0241984;-0.000100192
0.0242294;-0.000118318
0.0242604;-0.000134474
0.0242914;-0.000148384
0.0243223;-0.000159806
0.0243533;-0.000168543
0.0243843;-0.000174439
0.0244153;-0.000177389
0.0244463;-0.000177335
0.0244773;-0.000174272
0.0245082;-0.000168244
0.0245392;-0.000159348
0.0245702;-0.000147728
0.0246012;-0.000133575
0.0246322;-0.000117124
0.0246632;-9.86513e-05
0.0246941;-7.84662e-05
0.0247251;-5.69095e-05
0.0247561;-3.43461e-05
0.0247871;1.11592e-05
0.0248181;-1.22562e-05
0.0248491;-3.54999e-05
0.02488;-5.81735e-05
0.024911;-7.98873e-05
0.024942;-0.000100267
0.024973;-0.000118959
0.025004;-0.000135638
0.025035;-0.000150015
0.0250659;-0.000161835
0.0250969;-0.00017089
0.0251279;-0.000177018
0.0251589;-0.000180105
0.0251899;-0.000180091
0.0252209;-0.00017697
0.0252519;-0.000170788
0.0252828;-0.000161645
0.0253138;-0.000149692
0.0253448;-0.000135129
0.0253758;-0.000118202
0.0254068;-9.91991e-05
0.0254378;-7.84449e-05
0.0254687;-5.62954e-05
0.0254997;-3.3132e-05
0.0255307;-9.35489e-06
0.0255617;1.46238e-05
0.0255927;3.83873e-05
0.0256237;6.1521e-05
0.0256546;8.36205e-05
0.0256856;0.000104298
0.0257166;0.000123188
0.0257476;0.000139958
0.0257786;0.000154309
0.0258096;0.000165984
0.0258405;0.000174772
0.0258715;0.000180514
0.0259025;0.0001831
0.0259335;0.000182478
0.0259645;0.000178651
0.0259955;0.000171679
0.0260264;0.000161677
0.0260574;0.000148813
0.0260884;0.000133308
0.0261194;0.000115428
0.0261504;9.54833e-05
0.0261814;7.38205e-05
0.0262124;5.08182e-05
0.0262433;2.68798e-05
0.0262743;2.42656e-06
0.0263053;-2.211e-05
0.0263363;-4.62953e-05
0.0263673;-6.96998e-05
0.0263983;-9.19064e-05
0.0264292;-0.000112518
0.0264602;-0.000131164
0.0264912;-0.000147509
0.0265222;-0.000161256
0.0265532;-0.000172153
0.0265842;-0.000180001
0.0266151;-0.000184651
0.0266461;-0.000186013
0.0266771;-0.000184054
0.0267081;-0.000178802
0.0267391;-0.000170343
0.0267701;-0.000158819
0.026801;-0.000144431
0.026832;-0.000127429
0.026863;-0.000108112
0.026894;-8.68212e-05
0.026925;-6.39348e-05
0.026956;-3.98604e-05
0.0269869;-1.50285e-05
0.0270179;1.01153e-05
0.0270489;3.51185e-05
0.0270799;5.95295e-05
0.0271109;8.2906e-05
0.0271419;0.000104823
0.0271729;0.000124881
0.0272038;0.000142712
0.0272348;0.000157987
0.0272658;0.000170423
0.0272968;0.000179788
0.0273278;0.000185904
0.0273588;0.000188653
0.0273897;0.000187974
0.0274207;0.000183874
0.0274517;0.000176417
0.0274827;0.000165732
0.0275137;0.000152005
0.0275447;0.00013548
0.0275756;0.000116451
0.0276066;9.52615e-05
0.0276376;7.22928e-05
0.0276686;4.79615e-05
0.0276996;2.27103e-05
0.0277306;-2.99973e-06
0.0277615;-2.86976e-05
0.0277925;-5.3911e-05
0.0278235;-7.81749e-05
0.0278545;-0.00010104
0.0278855;-0.000122083
0.0279165;-0.000140909
0.0279474;-0.000157168
0.0279784;-0.00017055
0.0280094;-0.000180803
0.0280404;-0.000187729
0.0280714;-0.00019119
0.0281024;-0.000191115
0.0281334;-0.000187496
0.0281643;-0.000180392
0.0281953;-0.000169924
0.0282263;-0.00015628
0.0282573;-0.000139706
0.0282883;-0.000120502
0.0283193;-9.90207e-05
0.0283502;-7.56561e-05
0.0283812;-5.08401e-05
0.0284122;-2.50325e-05
0.0284432;1.2865e-06
0.0284742;2.76256e-05
0.0285052;5.34915e-05
0.0285361;7.83981e-05
0.0285671;0.000101876
0.0285981;0.00012348
0.0286291;0.000142799
0.0286601;0.000159465
0.0286911;0.000173157
0.028722;0.00018361
0.028753;0.000190617
0.028784;0.000194039
0.028815;0.0001938
0.028846;0.000189898
0.028877;0.000182395
0.0289079;0.000171425
0.0289389;0.000157187
0.0289699;0.000139943
0.0290009;0.000120013
0.0290319;9.77681e-05
0.0290629;7.36261e-05
0.0290939;4.80417e-05
0.0291248;2.14986e-05
0.0291558;-5.4992e-06
0.0291868;-3.24377e-05
0.0292178;-5.88019e-05
0.0292488;-8.40864e-05
0.0292798;-0.000107804
0.0293107;-0.000129497
0.0293417;-0.000148744
0.0293727;-0.00016517
0.0294037;-0.00017845
0.0294347;-0.000188323
0.0294657;-0.00019459
0.0294966;-0.00019712
0.0295276;-0.000195854
0.0295586;-0.000190809
0.0295896;-0.00018207
0.0296206;-0.000169798
0.0296516;-0.000154221
0.0296825;-0.000135632
0.0297135;-0.000114383
0.0297445;-9.08791e-05
0.0297755;-6.55714e-05
0.0298065;-3.89466e-05
0.0298375;-1.15192e-05
0.0298684;1.6179e-05
0.0298994;4.3609e-05
0.0299304;7.02351e-05
0.0299614;9.55356e-05
0.0299924;0.000119013
0.0300234;0.000140202
0.0300544;0.000158684
0.0300853;0.000174088
0.0301163;0.000186105
0.0301473;0.00019449
0.0301783;0.000199068
0.0302093;0.00019974
0.0302403;0.000196482
0.0302712;0.000189348
0.0303022;0.000178468
0.0303332;0.000164048
0.0303642;0.000146362
0.0303952;0.000125752
0.0304262;0.000102619
0.0304571;7.74129e-05
0.0304881;5.06291e-05
0.0305191;2.27947e-05
0.0305501;-5.53992e-06
0.0305811;-3.38128e-05
0.0306121;-6.14609e-05
0.030643;-8.79318e-05
0.030674;-0.000112694
0.030705;-0.00013525
0.030736;-0.000155142
0.030767;-0.000171966
0.030798;-0.000185376
0.0308289;-0.000195095
0.0308599;-0.000200918
0.0308909;-0.000202718
0.0309219;-0.000200447
0.0309529;-0.000194141
0.0309839;0.000183916
0.0310149;0.000169967
0.0310458;0.000152566
0.0310768;0.000132055
0.0311078;0.00010884
0.0311388;8.33831e-05
0.0311698;5.61942e-05
0.0312008;2.78198e-05
0.0312317;-1.16776e-06
0.0312627;-3.01813e-05
0.0312937;-5.8631e-05
0.0313247;-8.59365e-05
0.0313557;-0.000111538
0.0313867;-0.00013491
0.0314176;-0.000155569
0.0314486;-0.000173085
0.0314796;-0.000187092
0.0315106;-0.000197293
0.0315416;-0.000203469
0.0315726;-0.000205483
0.0316035;-0.000203281
0.0316345;-0.000196899
0.0316655;-0.000186455
0.0316965;-0.000172154
0.0317275;-0.000154281
0.0317585;-0.000133193
0.0317894;-0.000109318
0.0318204;-8.31414e-05
0.0318514;-5.51983e-05
0.0318824;-2.60626e-05
0.0319134;3.66507e-06
0.0319444;3.33695e-05
0.0319754;6.24334e-05
0.0320063;9.02508e-05
0.0320373;0.000116239
0.0320683;0.000139852
0.0320993;0.000160589
0.0321303;0.00017801
0.0321613;0.000191742
0.0321922;0.000201486
0.0322232;0.000207026
0.0322542;0.000208236
0.0322852;0.000205077
0.0323162;0.000197602
0.0323472;0.000185957
