NanobotID;Bit
1;1.18912e-05
1;5.46384e-05
1;7.34484e-05
1;7.8936e-05
1;7.68205e-05
1;7.02156e-05
1;6.08508e-05
1;4.97212e-05
1;3.74341e-05
1;2.43926e-05
1;1.08926e-05
1;-2.8264e-06
1;-1.65554e-05
1;-3.01029e-05
1;-4.32888e-05
1;-5.59428e-05
1;-6.79035e-05
1;-7.90198e-05
1;-8.91516e-05
1;-9.81715e-05
1;-0.000105966
1;-0.000112438
1;-0.000117504
1;-0.000121102
1;-0.000123186
1;-0.000123729
1;-0.000122724
1;-0.000120182
1;-0.000116136
1;-0.000110634
1;-0.000103745
1;-9.55554e-05
1;-8.61666e-05
1;-7.56959e-05
1;-6.42742e-05
1;-5.2044e-05
1;-3.91585e-05
1;-2.5779e-05
1;-1.2073e-05
1;1.78764e-06
1;1.5629e-05
1;2.92774e-05
1;4.25613e-05
1;5.53138e-05
1;6.73745e-05
1;7.85915e-05
1;8.88235e-05
1;9.79413e-05
1;0.00010583
1;0.00011239
1;0.000117537
1;0.000121207
1;0.000123352
1;0.000123945
1;0.000122978
1;0.000120461
1;0.000116426
1;0.000110923
1;0.000104021
1;9.58046e-05
1;8.63783e-05
1;7.58598e-05
1;6.43811e-05
1;5.20866e-05
1;3.91309e-05
1;2.56771e-05
1;1.18949e-05
1;-2.04196e-06
1;-1.59576e-05
1;-2.96762e-05
1;-4.30243e-05
1;-5.5833e-05
1;-6.79402e-05
1;-7.91923e-05
1;-8.94466e-05
1;-9.85728e-05
1;-0.000106455
1;-0.000112992
1;-0.000118101
1;-0.000121716
1;-0.000123791
1;-0.000124299
1;-0.000123231
1;-0.000120601
1;-0.000116441
1;-0.000110802
1;-0.000103756
1;-9.53909e-05
1;-8.58118e-05
1;-7.51398e-05
1;-6.35095e-05
1;-5.1068e-05
1;-3.79728e-05
1;-2.43898e-05
1;-1.04913e-05
1;3.54642e-06
1;1.75449e-05
1;3.13261e-05
1;4.47147e-05
1;5.75401e-05
1;-8.24481e-06
1;-4.81032e-05
1;-7.35756e-05
1;-9.07648e-05
1;-0.00010288
1;-0.000111596
1;-0.000117777
1;-0.000121863
1;-0.000124078
1;-0.000124543
1;-0.000123329
1;-0.000120492
1;-0.00011609
1;-0.00011019
1;-0.000102873
1;-9.42348e-05
1;-8.43862e-05
1;-7.34534e-05
1;-6.15758e-05
1;-4.89047e-05
1;-3.56018e-05
1;-2.18368e-05
1;-7.78542e-06
1;6.37268e-06
1;2.04564e-05
1;3.42854e-05
1;4.76824e-05
1;6.04754e-05
1;7.25002e-05
1;8.36021e-05
1;9.3638e-05
1;0.000102478
1;0.000110009
1;0.000116133
1;0.000120769
1;0.000123858
1;0.000125358
1;0.000125249
1;0.000123531
1;0.000120225
1;0.000115372
1;0.000109033
1;0.000101288
1;9.22361e-05
1;8.19926e-05
1;7.0688e-05
1;5.84671e-05
1;4.54863e-05
1;3.19122e-05
1;1.79191e-05
1;3.68686e-06
1;-1.06013e-05
1;-2.47612e-05
1;-3.86103e-05
1;-5.19696e-05
1;-6.46666e-05
