NanobotID;Bit
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
43;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
48;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
12;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
2;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
22;0
