NanobotID;Bit
22;0
22;0
22;0
22;0
22;0
22;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
31;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
9;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
34;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
42;0
