Time t;Z Position z_t;Signal Gain
1.884e-08;-0.00560488;149.988
1.885e-08;-0.00560488;149.988
1.886e-08;-0.00560488;149.988
1.887e-08;-0.00560488;149.988
1.888e-08;-0.00560488;149.988
1.889e-08;-0.00560488;149.988
1.89e-08;-0.00560488;149.988
1.891e-08;-0.00560488;149.988
1.892e-08;-0.00560488;149.988
1.893e-08;-0.00560488;149.988
1.894e-08;-0.00560488;149.988
1.895e-08;-0.00560488;149.988
1.896e-08;-0.00560488;149.988
1.897e-08;-0.00560488;149.988
1.898e-08;-0.00560488;149.988
1.899e-08;-0.00560488;149.988
1.9e-08;-0.00560488;149.988
1.901e-08;-0.00560488;149.988
1.902e-08;-0.00560488;149.988
1.903e-08;-0.00560488;149.988
1.904e-08;-0.00560488;149.988
1.905e-08;-0.00560488;149.988
1.906e-08;-0.00560488;149.988
1.907e-08;-0.00560488;149.988
1.908e-08;-0.00560488;149.988
1.909e-08;-0.00560488;149.988
1.91e-08;-0.00560488;149.988
1.911e-08;-0.00560488;149.988
1.912e-08;-0.00560488;149.988
1.913e-08;-0.00560488;149.988
1.914e-08;-0.00560488;149.988
1.915e-08;-0.00560488;149.988
1.916e-08;-0.00560488;149.988
1.917e-08;-0.00560488;149.988
1.918e-08;-0.00560488;149.988
1.919e-08;-0.00560488;149.988
1.92e-08;-0.00560488;149.988
1.921e-08;-0.00560488;149.988
1.922e-08;-0.00560488;149.988
1.923e-08;-0.00560488;149.988
1.924e-08;-0.00560488;149.988
1.925e-08;-0.00560488;149.988
1.926e-08;-0.00560488;149.988
1.927e-08;-0.00560488;149.988
1.928e-08;-0.00560488;149.988
1.929e-08;-0.00560488;149.988
1.93e-08;-0.00560488;149.988
1.931e-08;-0.00560488;149.988
1.932e-08;-0.00560488;149.988
1.933e-08;-0.00560488;149.988
1.934e-08;-0.00560488;149.988
1.935e-08;-0.00560488;149.988
1.936e-08;-0.00560488;149.988
1.937e-08;-0.00560488;149.988
1.938e-08;-0.00560488;149.988
1.939e-08;-0.00560488;149.988
1.94e-08;-0.00560488;149.988
1.941e-08;-0.00560488;149.988
1.942e-08;-0.00560488;149.988
1.943e-08;-0.00560488;149.988
1.944e-08;-0.00560488;149.988
1.945e-08;-0.00560488;149.988
1.946e-08;-0.00560488;149.988
1.947e-08;-0.00560488;149.988
1.948e-08;-0.00560488;149.988
1.949e-08;-0.00560488;149.988
1.95e-08;-0.00560488;149.988
1.951e-08;-0.00560488;149.988
1.952e-08;-0.00560488;149.988
1.953e-08;-0.00560488;149.988
1.954e-08;-0.00560488;149.988
1.955e-08;-0.00560488;149.988
1.956e-08;-0.00560488;149.988
1.957e-08;-0.00560488;149.988
1.958e-08;-0.00560488;149.988
1.959e-08;-0.00560488;149.988
1.96e-08;-0.00560488;149.988
1.961e-08;-0.00560488;149.988
1.962e-08;-0.00560488;149.988
1.963e-08;-0.00560488;149.988
1.964e-08;-0.00560488;149.988
1.965e-08;-0.00560488;149.988
1.966e-08;-0.00560488;149.988
1.967e-08;-0.00560488;149.988
1.968e-08;-0.00560488;149.988
1.969e-08;-0.00560488;149.988
1.97e-08;-0.00560488;149.988
1.971e-08;-0.00560488;149.988
1.972e-08;-0.00560488;149.988
1.973e-08;-0.00560488;149.988
1.974e-08;-0.00560488;149.988
1.975e-08;-0.00560488;149.988
1.976e-08;-0.00560488;149.988
1.977e-08;-0.00560488;149.988
1.978e-08;-0.00560488;149.988
1.979e-08;-0.00560488;149.988
1.98e-08;-0.00560488;149.988
1.981e-08;-0.00560488;149.988
1.982e-08;-0.00560488;149.988
1.983e-08;-0.00560488;149.988
1.984e-08;-0.00560488;149.988
1.985e-08;-0.00560488;149.988
1.986e-08;-0.00560488;149.988
1.987e-08;-0.00560488;149.988
1.988e-08;-0.00560488;149.988
1.989e-08;-0.00560488;149.988
1.99e-08;-0.00560488;149.988
1.991e-08;-0.00560488;149.988
1.992e-08;-0.00560488;149.988
1.993e-08;-0.00560488;149.988
1.994e-08;-0.00560488;149.988
1.995e-08;-0.00560488;149.988
1.996e-08;-0.00560488;149.988
1.997e-08;-0.00560488;149.988
1.998e-08;-0.00560488;149.988
1.999e-08;-0.00560488;149.988
2e-08;-0.00560488;149.988
2.001e-08;-0.00560488;149.988
2.002e-08;-0.00560488;149.988
2.003e-08;-0.00560488;149.988
2.004e-08;-0.00560488;149.988
2.005e-08;-0.00560488;149.988
2.006e-08;-0.00560488;149.988
2.007e-08;-0.00560488;149.988
2.008e-08;-0.00560488;149.988
2.009e-08;-0.00560488;149.988
2.01e-08;-0.00560488;149.988
2.011e-08;-0.00560488;149.988
2.012e-08;-0.00560488;149.988
2.013e-08;-0.00560488;149.988
2.014e-08;-0.00560488;149.988
2.015e-08;-0.00560488;149.988
2.016e-08;-0.00560488;149.988
2.017e-08;-0.00560488;149.988
2.018e-08;-0.00560488;149.988
2.019e-08;-0.00560488;149.988
2.02e-08;-0.00560488;149.988
2.021e-08;-0.00560488;149.988
2.022e-08;-0.00560488;149.988
2.023e-08;-0.00560488;149.988
2.024e-08;-0.00560488;149.988
2.025e-08;-0.00560488;149.988
2.026e-08;-0.00560488;149.988
2.027e-08;-0.00560488;149.988
2.028e-08;-0.00560488;149.988
2.029e-08;-0.00560488;149.988
2.03e-08;-0.00560488;149.988
2.031e-08;-0.00560488;149.988
2.032e-08;-0.00560488;149.988
2.033e-08;-0.00560488;149.988
2.034e-08;-0.00560488;149.988
2.035e-08;-0.00560488;149.988
2.036e-08;-0.00560488;149.988
2.037e-08;-0.00560488;149.988
2.038e-08;-0.00560488;149.988
2.039e-08;-0.00560488;149.988
2.04e-08;-0.00560488;149.988
2.041e-08;-0.00560488;149.988
2.042e-08;-0.00560488;149.988
2.043e-08;-0.00560488;149.988
2.044e-08;-0.00560488;149.988
2.045e-08;-0.00560488;149.988
2.046e-08;-0.00560488;149.988
2.047e-08;-0.00560488;149.988
2.048e-08;-0.00560488;149.988
2.049e-08;-0.00560488;149.988
2.05e-08;-0.00560488;149.988
2.051e-08;-0.00560488;149.988
2.052e-08;-0.00560488;149.988
2.053e-08;-0.00560488;149.988
2.054e-08;-0.00560488;149.988
2.055e-08;-0.00560488;149.988
2.056e-08;-0.00560488;149.988
2.057e-08;-0.00560488;149.988
2.058e-08;-0.00560488;149.988
2.059e-08;-0.00560488;149.988
2.06e-08;-0.00560488;149.988
2.061e-08;-0.00560488;149.988
2.062e-08;-0.00560488;149.988
2.063e-08;-0.00560488;149.988
2.064e-08;-0.00560488;149.988
2.065e-08;-0.00560488;149.988
2.066e-08;-0.00560488;149.988
2.067e-08;-0.00560488;149.988
2.068e-08;-0.00560488;149.988
2.069e-08;-0.00560488;149.988
2.07e-08;-0.00560488;149.988
2.071e-08;-0.00560488;149.988
2.072e-08;-0.00560488;149.988
2.073e-08;-0.00560488;149.988
2.074e-08;-0.00560488;149.988
2.075e-08;-0.00560488;149.988
2.076e-08;-0.00560488;149.988
2.077e-08;-0.00560488;149.988
2.078e-08;-0.00560488;149.988
2.079e-08;-0.00560488;149.988
2.08e-08;-0.00560488;149.988
2.081e-08;-0.00560488;149.988
2.082e-08;-0.00560488;149.988
2.083e-08;-0.00560488;149.988
2.084e-08;-0.00560488;149.988
2.085e-08;-0.00560488;149.988
2.086e-08;-0.00560488;149.988
2.087e-08;-0.00560488;149.988
2.088e-08;-0.00560488;149.988
2.089e-08;-0.00560488;149.988
2.09e-08;-0.00560488;149.988
2.091e-08;-0.00560488;149.988
2.092e-08;-0.00560488;149.988
2.093e-08;-0.00560488;149.988
2.094e-08;-0.00560488;149.988
2.095e-08;-0.00560488;149.988
2.096e-08;-0.00560488;149.988
2.097e-08;-0.00560488;149.988
2.098e-08;-0.00560488;149.988
2.099e-08;-0.00560488;149.988
2.1e-08;-0.00560488;149.988
2.101e-08;-0.00560488;149.988
2.102e-08;-0.00560488;149.988
2.103e-08;-0.00560488;149.988
2.104e-08;-0.00560488;149.988
2.105e-08;-0.00560488;149.988
2.106e-08;-0.00560488;149.988
2.107e-08;-0.00560488;149.988
2.108e-08;-0.00560488;149.988
2.109e-08;-0.00560488;149.988
2.11e-08;-0.00560488;149.988
2.111e-08;-0.00560488;149.988
2.112e-08;-0.00560488;149.988
2.113e-08;-0.00560488;149.988
2.114e-08;-0.00560488;149.988
2.115e-08;-0.00560488;149.988
2.116e-08;-0.00560488;149.988
2.117e-08;-0.00560488;149.988
2.118e-08;-0.00560488;149.988
2.119e-08;-0.00560488;149.988
2.12e-08;-0.00560488;149.988
2.121e-08;-0.00560488;149.988
2.122e-08;-0.00560488;149.988
2.123e-08;-0.00560488;149.988
2.124e-08;-0.00560488;149.988
2.125e-08;-0.00560488;149.988
2.126e-08;-0.00560488;149.988
2.127e-08;-0.00560488;149.988
2.128e-08;-0.00560488;149.988
2.129e-08;-0.00560488;149.988
2.13e-08;-0.00560488;149.988
2.131e-08;-0.00560488;149.988
2.132e-08;-0.00560488;149.988
2.133e-08;-0.00560488;149.988
2.134e-08;-0.00560488;149.988
2.135e-08;-0.00560488;149.988
2.136e-08;-0.00560488;149.988
2.137e-08;-0.00560488;149.988
2.138e-08;-0.00560488;149.988
2.139e-08;-0.00560488;149.988
2.14e-08;-0.00560488;149.988
2.141e-08;-0.00560488;149.988
2.142e-08;-0.00560488;149.988
2.143e-08;-0.00560488;149.988
2.144e-08;-0.00560488;149.988
2.145e-08;-0.00560488;149.988
2.146e-08;-0.00560488;149.988
2.147e-08;-0.00560488;149.988
2.148e-08;-0.00560488;149.988
2.149e-08;-0.00560488;149.988
2.15e-08;-0.00560488;149.988
2.151e-08;-0.00560488;149.988
2.152e-08;-0.00560488;149.988
2.153e-08;-0.00560488;149.988
2.154e-08;-0.00560488;149.988
2.155e-08;-0.00560488;149.988
2.156e-08;-0.00560488;149.988
2.157e-08;-0.00560488;149.988
2.158e-08;-0.00560488;149.988
2.159e-08;-0.00560488;149.988
2.16e-08;-0.00560488;149.988
2.161e-08;-0.00560488;149.988
2.162e-08;-0.00560488;149.988
2.163e-08;-0.00560488;149.988
2.164e-08;-0.00560488;149.988
2.165e-08;-0.00560488;149.988
2.166e-08;-0.00560488;149.988
2.167e-08;-0.00560488;149.988
2.168e-08;-0.00560488;149.988
2.169e-08;-0.00560488;149.988
2.17e-08;-0.00560488;149.988
2.171e-08;-0.00560488;149.988
2.172e-08;-0.00560488;149.988
2.173e-08;-0.00560488;149.988
2.174e-08;-0.00560488;149.988
2.175e-08;-0.00560488;149.988
2.176e-08;-0.00560488;149.988
2.177e-08;-0.00560488;149.988
2.178e-08;-0.00560488;149.988
2.179e-08;-0.00560488;149.988
2.18e-08;-0.00560488;149.988
2.181e-08;-0.00560488;149.988
2.182e-08;-0.00560488;149.988
2.183e-08;-0.00560488;149.988
2.184e-08;-0.00560488;149.988
2.185e-08;-0.00560488;149.988
2.186e-08;-0.00560488;149.988
2.187e-08;-0.00560488;149.988
2.188e-08;-0.00560488;149.988
2.189e-08;-0.00560488;149.988
2.19e-08;-0.00560488;149.988
2.191e-08;-0.00560488;149.988
2.192e-08;-0.00560488;149.988
2.193e-08;-0.00560488;149.988
2.194e-08;-0.00560488;149.988
2.195e-08;-0.00560488;149.988
2.196e-08;-0.00560488;149.988
2.197e-08;-0.00560488;149.988
2.198e-08;-0.00560488;149.988
2.199e-08;-0.00560488;149.988
2.2e-08;-0.00560488;149.988
2.201e-08;-0.00560488;149.988
2.202e-08;-0.00560488;149.988
2.203e-08;-0.00560488;149.988
2.204e-08;-0.00560488;149.988
2.205e-08;-0.00560488;149.988
2.206e-08;-0.00560488;149.988
2.207e-08;-0.00560488;149.988
2.208e-08;-0.00560488;149.988
2.209e-08;-0.00560488;149.988
2.21e-08;-0.00560488;149.988
2.211e-08;-0.00560488;149.988
2.212e-08;-0.00560488;149.988
2.213e-08;-0.00560488;149.988
2.214e-08;-0.00560488;149.988
2.215e-08;-0.00560488;149.988
2.216e-08;-0.00560488;149.988
2.217e-08;-0.00560488;149.988
2.218e-08;-0.00560488;149.988
2.219e-08;-0.00560488;149.988
2.22e-08;-0.00560488;149.988
2.221e-08;-0.00560488;149.988
2.222e-08;-0.00560488;149.988
2.223e-08;-0.00560488;149.988
2.224e-08;-0.00560488;149.988
2.225e-08;-0.00560488;149.988
2.226e-08;-0.00560488;149.988
2.227e-08;-0.00560488;149.988
2.228e-08;-0.00560488;149.988
2.229e-08;-0.00560488;149.988
2.23e-08;-0.00560488;149.988
2.231e-08;-0.00560488;149.988
2.232e-08;-0.00560488;149.988
2.233e-08;-0.00560488;149.988
2.234e-08;-0.00560488;149.988
2.235e-08;-0.00560488;149.988
2.236e-08;-0.00560488;149.988
2.237e-08;-0.00560488;149.988
2.238e-08;-0.00560488;149.988
2.239e-08;-0.00560488;149.988
2.24e-08;-0.00560488;149.988
2.241e-08;-0.00560488;149.988
2.242e-08;-0.00560488;149.988
2.243e-08;-0.00560488;149.988
2.244e-08;-0.00560488;149.988
2.245e-08;-0.00560488;149.988
2.246e-08;-0.00560488;149.988
2.247e-08;-0.00560488;149.988
2.248e-08;-0.00560488;149.988
2.249e-08;-0.00560488;149.988
2.25e-08;-0.00560488;149.988
2.251e-08;-0.00560488;149.988
2.252e-08;-0.00560488;149.988
2.253e-08;-0.00560488;149.988
2.254e-08;-0.00560488;149.988
2.255e-08;-0.00560488;149.988
2.256e-08;-0.00560488;149.988
2.257e-08;-0.00560488;149.988
2.258e-08;-0.00560488;149.988
2.259e-08;-0.00560488;149.988
2.26e-08;-0.00560488;149.988
2.261e-08;-0.00560488;149.988
2.262e-08;-0.00560488;149.988
2.263e-08;-0.00560488;149.988
2.264e-08;-0.00560488;149.988
2.265e-08;-0.00560488;149.988
2.266e-08;-0.00560488;149.988
2.267e-08;-0.00560488;149.988
2.268e-08;-0.00560488;149.988
2.269e-08;-0.00560488;149.988
2.27e-08;-0.00560488;149.988
2.271e-08;-0.00560488;149.988
2.272e-08;-0.00560488;149.988
2.273e-08;-0.00560488;149.988
2.274e-08;-0.00560488;149.988
2.275e-08;-0.00560488;149.988
2.276e-08;-0.00560488;149.988
2.277e-08;-0.00560488;149.988
2.278e-08;-0.00560488;149.988
2.279e-08;-0.00560488;149.988
2.28e-08;-0.00560488;149.988
2.281e-08;-0.00560488;149.988
2.282e-08;-0.00560488;149.988
2.283e-08;-0.00560488;149.988
2.284e-08;-0.00560488;149.988
2.285e-08;-0.00560488;149.988
2.286e-08;-0.00560488;149.988
2.287e-08;-0.00560488;149.988
2.288e-08;-0.00560488;149.988
2.289e-08;-0.00560488;149.988
2.29e-08;-0.00560488;149.988
2.291e-08;-0.00560488;149.988
2.292e-08;-0.00560488;149.988
2.293e-08;-0.00560488;149.988
2.294e-08;-0.00560488;149.988
2.295e-08;-0.00560488;149.988
2.296e-08;-0.00560488;149.988
2.297e-08;-0.00560488;149.988
2.298e-08;-0.00560488;149.988
2.299e-08;-0.00560488;149.988
2.3e-08;-0.00560488;149.988
2.301e-08;-0.00560488;149.988
2.302e-08;-0.00560488;149.988
2.303e-08;-0.00560488;149.988
2.304e-08;-0.00560488;149.988
2.305e-08;-0.00560488;149.988
2.306e-08;-0.00560488;149.988
2.307e-08;-0.00560488;149.988
2.308e-08;-0.00560488;149.988
2.309e-08;-0.00560488;149.988
2.31e-08;-0.00560488;149.988
2.311e-08;-0.00560488;149.988
2.312e-08;-0.00560488;149.988
2.313e-08;-0.00560488;149.988
2.314e-08;-0.00560488;149.988
2.315e-08;-0.00560488;149.988
2.316e-08;-0.00560488;149.988
2.317e-08;-0.00560488;149.988
2.318e-08;-0.00560488;149.988
2.319e-08;-0.00560488;149.988
2.32e-08;-0.00560488;149.988
2.321e-08;-0.00560488;149.988
2.322e-08;-0.00560488;149.988
2.323e-08;-0.00560488;149.988
2.324e-08;-0.00560488;149.988
2.325e-08;-0.00560488;149.988
2.326e-08;-0.00560488;149.988
2.327e-08;-0.00560488;149.988
2.328e-08;-0.00560488;149.988
2.329e-08;-0.00560488;149.988
2.33e-08;-0.00560488;149.988
2.331e-08;-0.00560488;149.988
2.332e-08;-0.00560488;149.988
2.333e-08;-0.00560488;149.988
2.334e-08;-0.00560488;149.988
2.335e-08;-0.00560488;149.988
2.336e-08;-0.00560488;149.988
2.337e-08;-0.00560488;149.988
2.338e-08;-0.00560488;149.988
2.339e-08;-0.00560488;149.988
2.34e-08;-0.00560488;149.988
2.341e-08;-0.00560488;149.988
2.342e-08;-0.00560488;149.988
2.343e-08;-0.00560488;149.988
2.344e-08;-0.00560488;149.988
2.345e-08;-0.00560488;149.988
2.346e-08;-0.00560488;149.988
2.347e-08;-0.00560488;149.988
2.348e-08;-0.00560488;149.988
2.349e-08;-0.00560488;149.988
2.35e-08;-0.00560488;149.988
2.351e-08;-0.00560488;149.988
2.352e-08;-0.00560488;149.988
2.353e-08;-0.00560488;149.988
2.354e-08;-0.00560488;149.988
2.355e-08;-0.00560488;149.988
2.356e-08;-0.00560488;149.988
2.357e-08;-0.00560488;149.988
2.358e-08;-0.00560488;149.988
2.359e-08;-0.00560488;149.988
2.36e-08;-0.00560488;149.988
2.361e-08;-0.00560488;149.988
2.362e-08;-0.00560488;149.988
2.363e-08;-0.00560488;149.988
2.364e-08;-0.00560488;149.988
2.365e-08;-0.00560488;149.988
2.366e-08;-0.00560488;149.988
2.367e-08;-0.00560488;149.988
2.368e-08;-0.00560488;149.988
2.369e-08;-0.00560488;149.988
2.37e-08;-0.00560488;149.988
2.371e-08;-0.00560488;149.988
2.372e-08;-0.00560488;149.988
2.373e-08;-0.00560488;149.988
2.374e-08;-0.00560488;149.988
2.375e-08;-0.00560488;149.988
2.376e-08;-0.00560488;149.988
2.377e-08;-0.00560488;149.988
2.378e-08;-0.00560488;149.988
2.379e-08;-0.00560488;149.988
2.38e-08;-0.00560488;149.988
2.381e-08;-0.00560488;149.988
2.382e-08;-0.00560488;149.988
2.383e-08;-0.00560488;149.988
2.384e-08;-0.00560488;149.988
2.385e-08;-0.00560488;149.988
2.386e-08;-0.00560488;149.988
2.387e-08;-0.00560488;149.988
2.388e-08;-0.00560488;149.988
2.389e-08;-0.00560488;149.988
2.39e-08;-0.00560488;149.988
2.391e-08;-0.00560488;149.988
2.392e-08;-0.00560488;149.988
2.393e-08;-0.00560488;149.988
2.394e-08;-0.00560488;149.988
2.395e-08;-0.00560488;149.988
2.396e-08;-0.00560488;149.988
2.397e-08;-0.00560488;149.988
2.398e-08;-0.00560488;149.988
2.399e-08;-0.00560488;149.988
2.4e-08;-0.00560488;149.988
2.401e-08;-0.00560488;149.988
2.402e-08;-0.00560488;149.988
2.403e-08;-0.00560488;149.988
2.404e-08;-0.00560488;149.988
2.405e-08;-0.00560488;149.988
2.406e-08;-0.00560488;149.988
2.407e-08;-0.00560488;149.988
2.408e-08;-0.00560488;149.988
2.409e-08;-0.00560488;149.988
2.41e-08;-0.00560488;149.988
2.411e-08;-0.00560488;149.988
2.412e-08;-0.00560488;149.988
2.413e-08;-0.00560488;149.988
2.414e-08;-0.00560488;149.988
2.415e-08;-0.00560488;149.988
2.416e-08;-0.00560488;149.988
2.417e-08;-0.00560488;149.988
2.418e-08;-0.00560488;149.988
2.419e-08;-0.00560488;149.988
2.42e-08;-0.00560488;149.988
2.421e-08;-0.00560488;149.988
2.422e-08;-0.00560488;149.988
2.423e-08;-0.00560488;149.988
2.424e-08;-0.00560488;149.988
2.425e-08;-0.00560488;149.988
2.426e-08;-0.00560488;149.988
2.427e-08;-0.00560488;149.988
2.428e-08;-0.00560488;149.988
2.429e-08;-0.00560488;149.988
2.43e-08;-0.00560488;149.988
2.431e-08;-0.00560488;149.988
2.432e-08;-0.00560488;149.988
2.433e-08;-0.00560488;149.988
2.434e-08;-0.00560488;149.988
2.435e-08;-0.00560488;149.988
2.436e-08;-0.00560488;149.988
2.437e-08;-0.00560488;149.988
2.438e-08;-0.00560488;149.988
2.439e-08;-0.00560488;149.988
2.44e-08;-0.00560488;149.988
2.441e-08;-0.00560488;149.988
2.442e-08;-0.00560488;149.988
2.443e-08;-0.00560488;149.988
2.444e-08;-0.00560488;149.988
2.445e-08;-0.00560488;149.988
2.446e-08;-0.00560488;149.988
2.447e-08;-0.00560488;149.988
2.448e-08;-0.00560488;149.988
2.449e-08;-0.00560488;149.988
2.45e-08;-0.00560488;149.988
2.451e-08;-0.00560488;149.988
2.452e-08;-0.00560488;149.988
2.453e-08;-0.00560488;149.988
2.454e-08;-0.00560488;149.988
2.455e-08;-0.00560488;149.988
2.456e-08;-0.00560488;149.988
2.457e-08;-0.00560488;149.988
2.458e-08;-0.00560488;149.988
2.459e-08;-0.00560488;149.988
2.46e-08;-0.00560488;149.988
2.461e-08;-0.00560488;149.988
2.462e-08;-0.00560488;149.988
2.463e-08;-0.00560488;149.988
2.464e-08;-0.00560488;149.988
2.465e-08;-0.00560488;149.988
2.466e-08;-0.00560488;149.988
2.467e-08;-0.00560488;149.988
2.468e-08;-0.00560488;149.988
2.469e-08;-0.00560488;149.988
2.47e-08;-0.00560488;149.988
2.471e-08;-0.00560488;149.988
2.472e-08;-0.00560488;149.988
2.473e-08;-0.00560488;149.988
2.474e-08;-0.00560488;149.988
2.475e-08;-0.00560488;149.988
2.476e-08;-0.00560488;149.988
2.477e-08;-0.00560488;149.988
2.478e-08;-0.00560488;149.988
2.479e-08;-0.00560488;149.988
2.48e-08;-0.00560488;149.988
2.481e-08;-0.00560488;149.988
2.482e-08;-0.00560488;149.988
2.483e-08;-0.00560488;149.988
2.484e-08;-0.00560488;149.988
2.485e-08;-0.00560488;149.988
2.486e-08;-0.00560488;149.988
2.487e-08;-0.00560488;149.988
2.488e-08;-0.00560488;149.988
2.489e-08;-0.00560488;149.988
2.49e-08;-0.00560488;149.988
2.491e-08;-0.00560488;149.988
2.492e-08;-0.00560488;149.988
2.493e-08;-0.00560488;149.988
2.494e-08;-0.00560488;149.988
2.495e-08;-0.00560488;149.988
2.496e-08;-0.00560488;149.988
2.497e-08;-0.00560488;149.988
2.498e-08;-0.00560488;149.988
2.499e-08;-0.00560488;149.988
2.5e-08;-0.00560488;149.988
2.501e-08;-0.00560488;149.988
2.502e-08;-0.00560488;149.988
2.503e-08;-0.00560488;149.988
2.504e-08;-0.00560488;149.988
2.505e-08;-0.00560488;149.988
2.506e-08;-0.00560488;149.988
2.507e-08;-0.00560488;149.988
2.508e-08;-0.00560488;149.988
2.509e-08;-0.00560488;149.988
2.51e-08;-0.00560488;149.988
2.511e-08;-0.00560488;149.988
2.512e-08;-0.00560488;149.988
2.513e-08;-0.00560488;149.988
2.514e-08;-0.00560488;149.988
2.515e-08;-0.00560488;149.988
2.516e-08;-0.00560488;149.988
2.517e-08;-0.00560488;149.988
2.518e-08;-0.00560488;149.988
2.519e-08;-0.00560488;149.988
2.52e-08;-0.00560488;149.988
2.521e-08;-0.00560488;149.988
2.522e-08;-0.00560488;149.988
2.523e-08;-0.00560488;149.988
2.524e-08;-0.00560488;149.988
2.525e-08;-0.00560488;149.988
2.526e-08;-0.00560488;149.988
2.527e-08;-0.00560488;149.988
2.528e-08;-0.00560488;149.988
2.529e-08;-0.00560488;149.988
2.53e-08;-0.00560488;149.988
2.531e-08;-0.00560488;149.988
2.532e-08;-0.00560488;149.988
2.533e-08;-0.00560488;149.988
2.534e-08;-0.00560488;149.988
2.535e-08;-0.00560488;149.988
2.536e-08;-0.00560488;149.988
2.537e-08;-0.00560488;149.988
2.538e-08;-0.00560488;149.988
2.539e-08;-0.00560488;149.988
2.54e-08;-0.00560488;149.988
2.541e-08;-0.00560488;149.988
2.542e-08;-0.00560488;149.988
2.543e-08;-0.00560488;149.988
2.544e-08;-0.00560488;149.988
2.545e-08;-0.00560488;149.988
2.546e-08;-0.00560488;149.988
2.547e-08;-0.00560488;149.988
2.548e-08;-0.00560488;149.988
2.549e-08;-0.00560488;149.988
2.55e-08;-0.00560488;149.988
2.551e-08;-0.00560488;149.988
2.552e-08;-0.00560488;149.988
2.553e-08;-0.00560488;149.988
2.554e-08;-0.00560488;149.988
2.555e-08;-0.00560488;149.988
2.556e-08;-0.00560488;149.988
2.557e-08;-0.00560488;149.988
2.558e-08;-0.00560488;149.988
2.559e-08;-0.00560488;149.988
2.56e-08;-0.00560488;149.988
2.561e-08;-0.00560488;149.988
2.562e-08;-0.00560488;149.988
2.563e-08;-0.00560488;149.988
2.564e-08;-0.00560488;149.988
2.565e-08;-0.00560488;149.988
2.566e-08;-0.00560488;149.988
2.567e-08;-0.00560488;149.988
2.568e-08;-0.00560488;149.988
2.569e-08;-0.00560488;149.988
2.57e-08;-0.00560488;149.988
2.571e-08;-0.00560488;149.988
2.572e-08;-0.00560488;149.988
2.573e-08;-0.00560488;149.988
2.574e-08;-0.00560488;149.988
2.575e-08;-0.00560488;149.988
2.576e-08;-0.00560488;149.988
2.577e-08;-0.00560488;149.988
2.578e-08;-0.00560488;149.988
2.579e-08;-0.00560488;149.988
2.58e-08;-0.00560488;149.988
2.581e-08;-0.00560488;149.988
2.582e-08;-0.00560488;149.988
2.583e-08;-0.00560488;149.988
2.584e-08;-0.00560488;149.988
2.585e-08;-0.00560488;149.988
2.586e-08;-0.00560488;149.988
2.587e-08;-0.00560488;149.988
2.588e-08;-0.00560488;149.988
2.589e-08;-0.00560488;149.988
2.59e-08;-0.00560488;149.988
2.591e-08;-0.00560488;149.988
2.592e-08;-0.00560488;149.988
2.593e-08;-0.00560488;149.988
2.594e-08;-0.00560488;149.988
2.595e-08;-0.00560488;149.988
2.596e-08;-0.00560488;149.988
2.597e-08;-0.00560488;149.988
2.598e-08;-0.00560488;149.988
2.599e-08;-0.00560488;149.988
2.6e-08;-0.00560488;149.988
2.601e-08;-0.00560488;149.988
2.602e-08;-0.00560488;149.988
2.603e-08;-0.00560488;149.988
2.604e-08;-0.00560488;149.988
2.605e-08;-0.00560488;149.988
2.606e-08;-0.00560488;149.988
2.607e-08;-0.00560488;149.988
2.608e-08;-0.00560488;149.988
2.609e-08;-0.00560488;149.988
2.61e-08;-0.00560488;149.988
2.611e-08;-0.00560488;149.988
2.612e-08;-0.00560488;149.988
2.613e-08;-0.00560488;149.988
2.614e-08;-0.00560488;149.988
2.615e-08;-0.00560488;149.988
2.616e-08;-0.00560488;149.988
2.617e-08;-0.00560488;149.988
2.618e-08;-0.00560488;149.988
2.619e-08;-0.00560488;149.988
2.62e-08;-0.00560488;149.988
2.621e-08;-0.00560488;149.988
2.622e-08;-0.00560488;149.988
2.623e-08;-0.00560488;149.988
2.624e-08;-0.00560488;149.988
2.625e-08;-0.00560488;149.988
2.626e-08;-0.00560488;149.988
2.627e-08;-0.00560488;149.988
2.628e-08;-0.00560488;149.988
2.629e-08;-0.00560488;149.988
2.63e-08;-0.00560488;149.988
2.631e-08;-0.00560488;149.988
2.632e-08;-0.00560488;149.988
2.633e-08;-0.00560488;149.988
2.634e-08;-0.00560488;149.988
2.635e-08;-0.00560488;149.988
2.636e-08;-0.00560488;149.988
2.637e-08;-0.00560488;149.988
2.638e-08;-0.00560488;149.988
2.639e-08;-0.00560488;149.988
2.64e-08;-0.00560488;149.988
2.641e-08;-0.00560488;149.988
2.642e-08;-0.00560488;149.988
2.643e-08;-0.00560488;149.988
2.644e-08;-0.00560488;149.988
2.645e-08;-0.00560488;149.988
2.646e-08;-0.00560488;149.988
2.647e-08;-0.00560488;149.988
2.648e-08;-0.00560488;149.988
2.649e-08;-0.00560488;149.988
2.65e-08;-0.00560488;149.988
2.651e-08;-0.00560488;149.988
2.652e-08;-0.00560488;149.988
2.653e-08;-0.00560488;149.988
2.654e-08;-0.00560488;149.988
2.655e-08;-0.00560488;149.988
2.656e-08;-0.00560488;149.988
2.657e-08;-0.00560488;149.988
2.658e-08;-0.00560488;149.988
2.659e-08;-0.00560488;149.988
