Time t;Signal Amplitude
0.0838114;-0.635543
0.0838423;-0.554152
0.0838733;-0.467071
0.0839043;-0.375196
0.0839353;-0.279468
0.0839663;-0.180871
0.0839973;-0.0804167
0.0840282;0.020863
0.0840592;0.121928
0.0840902;0.221742
0.0841212;0.319279
0.0841522;0.413538
0.0841832;0.503552
0.0842141;0.588395
0.0842451;0.667198
0.0842761;0.739151
0.0843071;0.803515
0.0843381;0.85963
0.0843691;0.906919
0.0844001;0.944898
0.084431;0.973175
0.084462;0.991461
0.084493;0.999568
0.084524;0.997412
0.084555;0.985017
0.084586;0.962508
0.0846169;0.930118
0.0846479;0.888179
0.0846789;0.837121
0.0847099;0.777468
0.0847409;0.709834
0.0847719;0.634912
0.0848028;0.553471
0.0848338;0.466348
0.0848648;0.374438
0.0848958;0.278683
0.0849268;0.180066
0.0849578;0.0796016
0.0849887;-0.0216805
0.0850197;-0.12274
0.0850507;-0.222539
0.0850817;-0.320054
0.0851127;-0.414283
0.0851437;-0.504258
0.0851746;-0.589056
0.0852056;-0.667807
0.0852366;-0.739702
0.0852676;-0.804002
0.0852986;-0.860048
0.0853296;-0.907264
0.0853606;-0.945165
0.0853915;-0.973363
0.0854225;-0.991567
0.0854535;-0.999591
0.0854845;-0.997353
0.0855155;-0.984875
0.0855465;-0.962286
0.0855774;-0.929818
0.0856084;-0.887803
0.0856394;-0.836673
0.0856704;-0.776954
0.0857014;-0.709258
0.0857324;-0.63428
0.0857633;-0.55279
0.0857943;-0.465625
0.0858253;-0.373679
0.0858563;-0.277897
0.0858873;-0.179262
0.0859183;-0.0787865
0.0859492;0.022498
0.0859802;0.123551
0.0860112;0.223336
0.0860422;0.320828
0.0860732;0.415027
0.0861042;0.504964
0.0861351;0.589717
0.0861661;0.668415
0.0861971;0.740252
0.0862281;0.804488
0.0862591;0.860464
0.0862901;0.907607
0.0863211;0.945432
0.086352;0.97355
0.086383;0.991673
0.086414;0.999614
0.086445;0.997293
0.086476;0.984733
0.086507;0.962063
0.0865379;0.929516
0.0865689;0.887426
0.0865999;0.836225
0.0866309;0.776439
0.0866619;0.708681
0.0866929;0.633647
0.0867238;0.552108
0.0867548;0.464901
0.0867858;0.372921
0.0868168;0.277112
0.0868478;0.178458
0.0868788;0.0779713
0.0869097;-0.0233155
0.0869407;-0.124363
0.0869717;-0.224133
0.0870027;-0.321603
0.0870337;-0.415771
0.0870647;-0.50567
0.0870956;-0.590377
0.0871266;-0.669023
0.0871576;-0.740801
0.0871886;-0.804973
0.0872196;-0.860881
0.0872506;-0.90795
0.0872816;-0.945698
0.0873125;-0.973736
0.0873435;-0.991778
0.0873745;-0.999637
0.0874055;-0.997233
0.0874365;-0.984591
0.0874675;-0.96184
0.0874984;-0.929215
0.0875294;-0.887049
0.0875604;-0.835777
0.0875914;-0.775923
0.0876224;-0.708104
0.0876534;-0.633015
0.0876843;-0.551426
0.0877153;-0.464177
0.0877463;-0.372162
0.0877773;-0.276326
0.0878083;-0.177653
0.0878393;-0.0771561
0.0878702;0.0241329
0.0879012;0.125174
0.0879322;0.22493
0.0879632;0.322377
0.0879942;0.416514
0.0880252;0.506375
0.0880561;0.591037
0.0880871;0.669631
0.0881181;0.74135
0.0881491;0.805458
0.0881801;0.861297
0.0882111;0.908292
0.0882421;0.945963
0.088273;0.973922
0.088304;0.991882
0.088335;0.999658
0.088366;0.997172
0.088397;0.984447
0.088428;0.961616
0.0884589;0.928912
0.0884899;0.886671
0.0885209;0.835327
0.0885519;0.775407
0.0885829;0.707526
0.0886139;0.632381
0.0886448;0.550744
0.0886758;0.463452
0.0887068;0.371403
0.0887378;0.27554
0.0887688;0.176848
0.0887998;0.0763408
0.0888307;-0.0249504
0.0888617;-0.125985
0.0888927;-0.225727
0.0889237;-0.323151
0.0889547;-0.417257
0.0889857;-0.50708
0.0890166;-0.591696
0.0890476;-0.670238
0.0890786;-0.741899
0.0891096;-0.805942
0.0891406;-0.861712
0.0891716;-0.908634
0.0892026;-0.946228
0.0892335;-0.974107
0.0892645;-0.991986
0.0892955;-0.999679
0.0893265;-0.99711
0.0893575;-0.984303
0.0893885;-0.961391
0.0894194;-0.928609
0.0894504;-0.886293
0.0894814;-0.834877
0.0895124;-0.774891
0.0895434;-0.706948
0.0895744;-0.631748
0.0896053;-0.550061
0.0896363;-0.462728
0.0896673;-0.370643
0.0896983;-0.274754
0.0897293;-0.176043
0.0897603;-0.0755254
0.0897912;0.0257678
0.0898222;0.126796
0.0898532;-0.226523
0.0898842;-0.323925
0.0899152;-0.418
0.0899462;-0.507784
0.0899771;-0.592355
0.0900081;-0.670845
0.0900391;-0.742447
0.0900701;-0.806426
0.0901011;-0.862126
0.0901321;-0.908975
0.0901631;-0.946492
0.090194;-0.974292
0.090225;-0.992088
0.090256;-0.9997
0.090287;-0.997047
0.090318;-0.984159
0.090349;-0.961166
0.0903799;-0.928305
0.0904109;-0.885914
0.0904419;-0.834427
0.0904729;-0.774373
0.0905039;-0.70637
0.0905349;-0.631114
0.0905658;-0.549378
0.0905968;-0.462003
0.0906278;-0.369884
0.0906588;-0.273967
0.0906898;-0.175238
0.0907208;-0.07471
0.0907517;0.0265852
0.0907827;0.127608
0.0908137;0.22732
0.0908447;0.324698
0.0908757;0.418743
0.0909067;0.508489
0.0909376;0.593014
0.0909686;0.671451
0.0909996;0.742994
0.0910306;0.806909
0.0910616;0.86254
0.0910926;0.909316
0.0911236;0.946756
0.0911545;0.974476
0.0911855;0.992191
0.0912165;0.999719
0.0912475;0.996984
0.0912785;0.984013
0.0913095;0.96094
0.0913404;0.928001
0.0913714;0.885534
0.0914024;0.833976
0.0914334;0.773856
0.0914644;0.705791
0.0914954;0.630479
0.0915263;0.548695
0.0915573;0.461277
0.0915883;0.369124
0.0916193;0.273181
0.0916503;0.174433
0.0916813;0.0738946
0.0917122;-0.0274026
0.0917432;-0.128419
0.0917742;-0.228116
0.0918052;-0.325471
0.0918362;-0.419485
0.0918672;-0.509193
0.0918981;-0.593672
0.0919291;-0.672057
0.0919601;-0.743541
0.0919911;-0.807392
0.0920221;-0.862954
0.0920531;-0.909656
0.0920841;-0.947019
0.092115;-0.974659
0.092146;-0.992292
0.092177;-0.999739
0.092208;-0.996921
0.092239;-0.983867
0.09227;-0.960713
0.0923009;-0.927696
0.0923319;-0.885154
0.0923629;-0.833525
0.0923939;-0.773338
0.0924249;-0.705211
0.0924559;-0.629844
0.0924868;-0.548011
0.0925178;-0.460552
0.0925488;-0.368364
0.0925798;-0.272394
0.0926108;-0.173628
0.0926418;-0.0730791
0.0926727;0.02822
0.0927037;0.129229
0.0927347;0.228912
0.0927657;0.326245
0.0927967;0.420228
0.0928277;0.509896
0.0928586;0.59433
0.0928896;0.672662
0.0929206;0.744088
0.0929516;-0.807874
0.0929826;-0.863367
0.0930136;-0.909995
0.0930446;-0.947281
0.0930755;-0.974841
0.0931065;-0.992393
0.0931375;-0.999757
0.0931685;-0.996856
0.0931995;-0.983721
0.0932305;-0.960486
0.0932614;-0.92739
0.0932924;-0.884773
0.0933234;-0.833073
0.0933544;-0.772819
0.0933854;-0.704631
0.0934164;-0.629209
0.0934473;-0.547327
0.0934783;-0.459826
0.0935093;-0.367604
0.0935403;-0.271607
0.0935713;-0.172823
0.0936023;-0.0722636
0.0936332;0.0290374
0.0936642;0.13004
0.0936952;0.229708
0.0937262;0.327017
0.0937572;0.420969
0.0937882;0.510599
0.0938191;0.594987
0.0938501;0.673267
0.0938811;0.744634
0.0939121;0.808356
0.0939431;0.863779
0.0939741;0.910334
0.0940051;0.947543
0.094036;0.975023
0.094067;0.992494
0.094098;0.999775
0.094129;0.996791
0.09416;0.983574
0.094191;0.960258
0.0942219;0.927084
0.0942529;0.884392
0.0942839;0.83262
0.0943149;0.7723
0.0943459;0.704051
0.0943769;0.628573
0.0944078;0.546642
0.0944388;0.459099
0.0944698;0.366843
0.0945008;0.27082
0.0945318;0.172017
0.0945628;0.071448
0.0945937;-0.0298547
0.0946247;-0.130851
0.0946557;-0.230504
0.0946867;-0.32779
0.0947177;-0.421711
0.0947487;-0.511302
0.0947796;-0.595644
0.0948106;-0.673871
0.0948416;-0.745179
0.0948726;-0.808837
0.0949036;-0.864191
0.0949346;-0.910672
0.0949656;-0.947804
0.0949965;-0.975205
0.0950275;-0.992593
0.0950585;-0.999792
0.0950895;-0.996725
0.0951205;-0.983426
0.0951515;-0.96003
0.0951824;-0.926777
0.0952134;-0.88401
0.0952444;-0.832167
0.0952754;-0.77178
0.0953064;-0.70347
0.0953374;-0.627937
0.0953683;-0.545958
0.0953993;-0.458373
0.0954303;-0.366082
0.0954613;-0.270033
0.0954923;-0.171212
0.0955233;-0.0706324
0.0955542;0.030672
0.0955852;0.131662
0.0956162;0.231299
0.0956472;0.328562
0.0956782;0.422452
0.0957092;0.512005
0.0957401;0.596301
0.0957711;0.674475
0.0958021;0.745724
0.0958331;0.809318
0.0958641;0.864602
0.0958951;0.91101
0.0959261;0.948064
0.095957;0.975385
0.095988;0.992692
0.096019;0.999808
0.09605;-0.996659
0.096081;-0.983277
0.096112;-0.9598
0.0961429;-0.92647
0.0961739;-0.883627
0.0962049;-0.831713
0.0962359;-0.77126
0.0962669;-0.702888
0.0962979;-0.6273
0.0963288;-0.545272
0.0963598;-0.457646
0.0963908;-0.365321
0.0964218;-0.269246
0.0964528;-0.170406
0.0964838;-0.0698167
0.0965147;0.0314893
0.0965457;0.132472
0.0965767;0.232095
0.0966077;0.329335
0.0966387;0.423193
