0;-0.00560488;2.87801e-16
1e-11;-0.00560488;-3.31785e-16
2e-11;-0.00560488;-8.2464e-16
3e-11;-0.00560488;-1.00251e-15
4e-11;-0.00560488;-7.97456e-16
5e-11;-0.00560488;-2.87801e-16
6e-11;-0.00560488;3.31785e-16
7e-11;-0.00560488;8.2464e-16
8e-11;-0.00560488;1.00251e-15
9e-11;-0.00560488;7.97456e-16
1e-10;-0.00560488;2.87801e-16
1.1e-10;-0.00560488;-3.31785e-16
1.2e-10;-0.00560488;-8.2464e-16
1.3e-10;-0.00560488;-1.00251e-15
1.4e-10;-0.00560488;-7.97456e-16
1.5e-10;-0.00560488;-2.87801e-16
1.6e-10;-0.00560488;3.31785e-16
1.7e-10;-0.00560488;8.2464e-16
1.8e-10;-0.00560488;1.00251e-15
1.9e-10;-0.00560488;7.97456e-16
2e-10;-0.00560488;2.87801e-16
2.1e-10;-0.00560488;-3.31785e-16
2.2e-10;-0.00560488;-8.2464e-16
2.3e-10;-0.00560488;-1.00251e-15
2.4e-10;-0.00560488;-7.97456e-16
2.5e-10;-0.00560488;-2.87801e-16
2.6e-10;-0.00560488;3.31785e-16
2.7e-10;-0.00560488;8.2464e-16
2.8e-10;-0.00560488;1.00251e-15
2.9e-10;-0.00560488;7.97456e-16
3e-10;-0.00560488;2.87801e-16
3.1e-10;-0.00560488;-3.31785e-16
3.2e-10;-0.00560488;-8.2464e-16
3.3e-10;-0.00560488;-1.00251e-15
3.4e-10;-0.00560488;-7.97456e-16
3.5e-10;-0.00560488;-2.87801e-16
3.6e-10;-0.00560488;3.31785e-16
3.7e-10;-0.00560488;8.2464e-16
3.8e-10;-0.00560488;1.00251e-15
3.9e-10;-0.00560488;7.97456e-16
4e-10;-0.00560488;2.87801e-16
4.1e-10;-0.00560488;-3.31785e-16
4.2e-10;-0.00560488;-8.2464e-16
4.3e-10;-0.00560488;-1.00251e-15
4.4e-10;-0.00560488;-7.97456e-16
4.5e-10;-0.00560488;-2.87801e-16
4.6e-10;-0.00560488;3.31785e-16
4.7e-10;-0.00560488;8.2464e-16
4.8e-10;-0.00560488;1.00251e-15
4.9e-10;-0.00560488;7.97456e-16
5e-10;-0.00560488;2.87801e-16
5.1e-10;-0.00560488;-3.31785e-16
5.2e-10;-0.00560488;-8.2464e-16
5.3e-10;-0.00560488;-1.00251e-15
5.4e-10;-0.00560488;-7.97456e-16
5.5e-10;-0.00560488;-2.87801e-16
5.6e-10;-0.00560488;3.31785e-16
5.7e-10;-0.00560488;8.2464e-16
5.8e-10;-0.00560488;1.00251e-15
5.9e-10;-0.00560488;7.97456e-16
6e-10;-0.00560488;2.87801e-16
6.1e-10;-0.00560488;-3.31785e-16
6.2e-10;-0.00560488;-8.2464e-16
6.3e-10;-0.00560488;-1.00251e-15
6.4e-10;-0.00560488;-7.97456e-16
6.5e-10;-0.00560488;-2.87801e-16
6.6e-10;-0.00560488;3.31785e-16
6.7e-10;-0.00560488;8.2464e-16
6.8e-10;-0.00560488;1.00251e-15
6.9e-10;-0.00560488;7.97456e-16
7e-10;-0.00560488;2.87801e-16
7.1e-10;-0.00560488;-3.31785e-16
